financial_year,state_code,state,month,month_date,intrastate_suppliers,intrastate_ewb_count,intrastate_assessable_value,interstate_out_suppliers,interstate_out_ewb_count,interstate_out_assessable_value,interstate_in_suppliers,interstate_in_ewb_count,interstate_in_assessable_value
2019-20,04,Chandigarh,2020-01,2020-01-01,2125.0,24365.0,376.382175187,4710.0,69755.0,1300.9725556120002,7787.0,105785.0,2097.785772964
2019-20,05,Uttarakhand,2020-01,2020-01-01,10763.0,517830.0,8755.991736632,7617.0,329437.0,15660.930742973998,21588.0,420160.0,12220.763549334
2019-20,06,Haryana,2020-01,2020-01-01,62282.0,2514527.0,42664.048366569,54313.0,2521784.0,58154.305568414,87925.0,1722492.0,55995.48063515699
2019-20,07,Delhi,2020-01,2020-01-01,56930.0,803058.0,30109.812274009997,116615.0,1548215.0,38525.1950009,110749.0,1520564.0,43222.674238444
2019-20,08,Rajasthan,2020-01,2020-01-01,66062.0,1424757.0,30062.202206240003,46384.0,1328222.0,29139.602877869,87832.0,1106757.0,31560.660934221003
2019-20,09,Uttar Pradesh,2020-01,2020-01-01,106284.0,3010200.0,59905.754107543995,71009.0,1315442.0,51517.932431959,163981.0,2239366.0,80516.54153578001
2019-20,10,Bihar,2020-01,2020-01-01,6639.0,353379.0,6900.074034606,6494.0,64900.0,2473.428984698,52459.0,760213.0,13947.428362227
2019-20,11,Sikkim,2020-01,2020-01-01,118.0,3557.0,41.957792512,171.0,9798.0,2195.737527289,1506.0,28181.0,814.167457083
2019-20,12,Arunachal Pradesh,2020-01,2020-01-01,119.0,2812.0,50.8984039,185.0,1527.0,74.858676017,2394.0,26727.0,505.834627616
2019-20,13,Nagaland,2020-01,2020-01-01,87.0,1003.0,40.724495187,228.0,2468.0,63.506002228999996,2217.0,22971.0,472.539122583
2019-20,14,Manipur,2020-01,2020-01-01,50.0,4989.0,75.96594239400001,94.0,438.0,13.932128199000001,2347.0,32778.0,552.2213822699999
2019-20,15,Mizoram,2020-01,2020-01-01,57.0,1140.0,40.778252570999996,99.0,631.0,135.85115180699998,1560.0,24194.0,399.728577281
2019-20,16,Tripura,2020-01,2020-01-01,960.0,21672.0,386.371383183,340.0,2062.0,200.351732454,3724.0,32260.0,708.6227003829999
2019-20,17,Meghalaya,2020-01,2020-01-01,319.0,12687.0,211.510891256,378.0,34591.0,597.133397138,3163.0,36404.0,695.849347467
2019-20,18,Assam,2020-01,2020-01-01,10041.0,359243.0,6435.346168219,8847.0,165983.0,5079.717321593,22491.0,265026.0,8364.502213932
2019-20,19,West Bengal,2020-01,2020-01-01,37443.0,1278449.0,35589.578151255,35965.0,666258.0,26885.529542542,56398.0,1049318.0,34037.369428816
2019-20,20,Jharkhand,2020-01,2020-01-01,8215.0,377512.0,8625.856706916,7059.0,192921.0,11172.831816459,23110.0,376296.0,10462.644660836999
2019-20,21,Odisha,2020-01,2020-01-01,12206.0,701262.0,13694.835023173,5191.0,242686.0,18237.420654233,29061.0,382179.0,13216.904937705
2019-20,22,Chhattisgarh,2020-01,2020-01-01,5133.0,187051.0,5038.008226833,7805.0,174738.0,11652.202757410001,21811.0,390282.0,13184.329110269
2019-20,23,Madhya Pradesh,2020-01,2020-01-01,15852.0,395801.0,8335.462946632,18491.0,385432.0,17738.794312456,64863.0,852546.0,23567.359101996
2019-20,24,Gujarat,2020-01,2020-01-01,119070.0,3366521.0,86692.83391505,121169.0,4116895.0,90018.642365389,121749.0,1512702.0,72173.963757775
2019-20,25,Daman and Diu,2020-01,2020-01-01,1093.0,37654.0,1077.977703073,1657.0,195315.0,4532.631679418,2189.0,80080.0,3952.786427425
2019-20,26,Dadra and Nagar Haveli,2020-01,2020-01-01,1356.0,60951.0,2041.3243117529998,1986.0,274471.0,9140.511358835001,2896.0,119314.0,7163.148437021001
2019-20,27,Maharashtra,2020-01,2020-01-01,121431.0,5240843.0,121686.883062393,102297.0,3406424.0,116798.28073513201,183441.0,2520935.0,101316.689068629
2019-20,29,Karnataka,2020-01,2020-01-01,86272.0,3272094.0,55395.623966196,43491.0,1435925.0,45394.459890295,98582.0,1625997.0,50007.081745595
2019-20,30,Goa,2020-01,2020-01-01,1531.0,75498.0,1076.239673753,1528.0,55646.0,3718.0757368019995,6794.0,106703.0,3406.298376202
2019-20,31,Lakshadweep,2020-01,2020-01-01,0.0,0.0,0.0,1.0,2.0,1.1,44.0,478.0,7.210726247
2019-20,32,Kerala,2020-01,2020-01-01,34377.0,1211935.0,17548.386611367,13488.0,168606.0,7283.636252652001,48402.0,674591.0,15137.7591948
2019-20,33,Tamil Nadu,2020-01,2020-01-01,73540.0,3200776.0,64165.023463905,63526.0,1685248.0,59387.53087685799,98507.0,1458501.0,61323.39724986
2019-20,34,Puducherry,2020-01,2020-01-01,895.0,30057.0,762.135187621,1720.0,93959.0,2690.866908527,5113.0,92856.0,2377.7453012759997
2019-20,35,ANDAMAN AND NICOBAR,2020-01,2020-01-01,12.0,286.0,11.227380778,62.0,270.0,30.7522287,860.0,8876.0,278.829728116
2019-20,36,Telangana,2020-01,2020-01-01,35074.0,1464396.0,28762.18959345,29020.0,608113.0,24616.575118165,55362.0,934164.0,28742.260152728002
2019-20,37,Andhra Pradesh,2020-01,2020-01-01,32210.0,1267827.0,22100.147968639,20384.0,404336.0,26311.418969709,62436.0,734007.0,28143.651023125
2019-20,38,Ladakh,2020-01,2020-01-01,3.0,20.0,5e-07,2.0,14.0,8e-07,45.0,107.0,2.546543562
2019-20,97,Other Territory,2020-01,2020-01-01,8.0,127.0,150.428074047,26.0,1741.0,758.753513729,516.0,8679.0,1688.539939889
2019-20,01,Jammu and Kashmir,2019-12,2019-12-01,1958.0,76706.0,1395.85838666,1681.0,29603.0,1925.236745954,15898.0,158332.0,4184.955328485
2019-20,02,Himachal Pradesh,2019-12,2019-12-01,6975.0,226634.0,4359.421497643,4738.0,250913.0,9997.204500912,18905.0,268288.0,7903.6500753440005
2019-20,03,Punjab,2019-12,2019-12-01,58386.0,1416637.0,30011.198876705,46440.0,819687.0,21774.603464737,62077.0,761293.0,24573.622662218
2019-20,04,Chandigarh,2019-12,2019-12-01,2068.0,24814.0,396.571300715,4666.0,70251.0,1318.2377053139999,7799.0,108880.0,2219.520886257
2019-20,05,Uttarakhand,2019-12,2019-12-01,10615.0,474816.0,8084.507024721001,7635.0,327283.0,15006.025033163001,21460.0,406082.0,11522.079285201
2019-20,06,Haryana,2019-12,2019-12-01,61536.0,2405557.0,41462.613788544,53872.0,2360711.0,57613.578066354006,86449.0,1632506.0,51973.039006221
2019-20,07,Delhi,2019-12,2019-12-01,55284.0,780054.0,29224.513549979998,114843.0,1496975.0,36410.582553268,108348.0,1382592.0,41683.834732109004
2019-20,08,Rajasthan,2019-12,2019-12-01,66017.0,1504669.0,31029.137798606,46201.0,1280667.0,29035.911632904998,87339.0,1079966.0,31317.834605299
2019-20,09,Uttar Pradesh,2019-12,2019-12-01,102139.0,2834439.0,55951.98098775,69325.0,1250230.0,48352.544259491995,158828.0,2048809.0,61021.605025947996
2019-20,10,Bihar,2019-12,2019-12-01,6354.0,362404.0,6942.604197505,6340.0,63721.0,2509.865430198,48676.0,562529.0,13188.559636495
2019-20,11,Sikkim,2019-12,2019-12-01,112.0,3751.0,44.435922651999995,172.0,9038.0,2248.089345766,1436.0,27409.0,769.532294277
2019-20,12,Arunachal Pradesh,2019-12,2019-12-01,111.0,2552.0,39.720554623000005,168.0,1185.0,61.438240992,2260.0,23657.0,405.15184542
2019-20,13,Nagaland,2019-12,2019-12-01,80.0,803.0,30.022813469,241.0,2381.0,79.265208782,2066.0,19691.0,445.792931989
2019-20,14,Manipur,2019-12,2019-12-01,46.0,4444.0,66.905342332,65.0,236.0,9.631282375,2164.0,31745.0,529.861947502
2019-20,15,Mizoram,2019-12,2019-12-01,51.0,1187.0,67.774221554,88.0,884.0,162.70113717,1474.0,24124.0,365.82897075
2019-20,16,Tripura,2019-12,2019-12-01,918.0,21622.0,378.455879108,332.0,2119.0,248.898609956,3505.0,29586.0,706.004200942
2019-20,17,Meghalaya,2019-12,2019-12-01,274.0,11970.0,165.170734683,331.0,27814.0,491.959753395,2809.0,32024.0,638.0231667319999
2019-20,18,Assam,2019-12,2019-12-01,9263.0,302285.0,5568.704671527,8028.0,153977.0,4859.522682075,20538.0,227097.0,7835.985689300999
2019-20,19,West Bengal,2019-12,2019-12-01,36250.0,1276706.0,35113.264024187,35324.0,624974.0,25510.291628737,55740.0,963202.0,33251.445460882
2019-20,20,Jharkhand,2019-12,2019-12-01,7997.0,367058.0,8056.7819862490005,6873.0,197541.0,10272.7510434,22287.0,329829.0,9883.971973377
2019-20,21,Odisha,2019-12,2019-12-01,11913.0,691294.0,12477.636157061,5235.0,223875.0,17857.970103757,28261.0,371908.0,13868.244509548998
2019-20,22,Chhattisgarh,2019-12,2019-12-01,4897.0,185652.0,4782.862237535,7495.0,170428.0,11156.172335239,21429.0,367192.0,9921.013016230001
2019-20,23,Madhya Pradesh,2019-12,2019-12-01,15433.0,384233.0,8388.843464811,18411.0,388214.0,18074.071748369,63672.0,788583.0,22697.040824620002
2019-20,24,Gujarat,2019-12,2019-12-01,117427.0,3386352.0,87581.85645869201,120011.0,3788951.0,89851.860580674,120724.0,1502452.0,66766.4590598
2019-20,25,Daman and Diu,2019-12,2019-12-01,1090.0,37175.0,1075.3339728610001,1674.0,191028.0,4669.332182974,2236.0,80568.0,4790.40724176
2019-20,26,Dadra and Nagar Haveli,2019-12,2019-12-01,1312.0,59320.0,2069.782872322,1979.0,274682.0,9386.362927223,2842.0,117190.0,6929.945903188001
2019-20,27,Maharashtra,2019-12,2019-12-01,116701.0,4921122.0,117116.628871389,100388.0,3295539.0,104808.06294746601,180119.0,2453531.0,98503.364262118
2019-20,29,Karnataka,2019-12,2019-12-01,84215.0,3180236.0,54581.441669765,43269.0,1421514.0,46220.141762727,97395.0,1563700.0,48496.522918115
2019-20,30,Goa,2019-12,2019-12-01,1511.0,72853.0,1005.2510724629999,1491.0,51354.0,3559.955567907,6777.0,102250.0,3444.5698627120005
2019-20,31,Lakshadweep,2019-12,2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,44.0,374.0,11.470004111
2019-20,32,Kerala,2019-12,2019-12-01,33733.0,1165294.0,16853.643336415,13188.0,164329.0,7566.009887839,47895.0,695412.0,14678.988775570002
2019-20,33,Tamil Nadu,2019-12,2019-12-01,73205.0,3237917.0,64066.04752920601,63962.0,1723096.0,61929.12693451,100364.0,1569380.0,62516.485078390004
2019-20,34,Puducherry,2019-12,2019-12-01,941.0,31414.0,988.4490088379999,1742.0,102197.0,3088.849657863,5199.0,96083.0,2556.554523832
2019-20,35,ANDAMAN AND NICOBAR,2019-12,2019-12-01,12.0,187.0,5.910647875,51.0,153.0,15.195640652000002,811.0,8964.0,237.84163747600002
2019-20,36,Telangana,2019-12,2019-12-01,32846.0,1396777.0,27249.165635947,28621.0,622112.0,24766.863989409,55128.0,918515.0,28664.221240338
2019-20,37,Andhra Pradesh,2019-12,2019-12-01,32633.0,1307841.0,22873.907796624,20066.0,406018.0,27074.977773089002,66539.0,923351.0,28266.454557589
2019-20,97,Other Territory,2019-12,2019-12-01,5.0,129.0,68.75889978,25.0,1848.0,697.8963209770001,692.0,8749.0,1713.672018839
2019-20,01,Jammu and Kashmir,2019-11,2019-11-01,2081.0,85241.0,1558.936785341,1685.0,29108.0,1903.13346538,17280.0,186698.0,4515.888941457
2019-20,02,Himachal Pradesh,2019-11,2019-11-01,6959.0,234294.0,4380.585966471,4757.0,258209.0,10032.199517125999,20624.0,282829.0,7815.033339349001
2019-20,03,Punjab,2019-11,2019-11-01,57771.0,1406179.0,29028.521233408002,47804.0,951549.0,22287.420422519,62490.0,761231.0,23092.595113302
2019-20,04,Chandigarh,2019-11,2019-11-01,2047.0,24218.0,349.569813457,4765.0,72348.0,1265.130223092,8059.0,110322.0,2074.219403732
2019-20,05,Uttarakhand,2019-11,2019-11-01,10506.0,517989.0,11633.144388722,7554.0,325003.0,14714.801878616001,22966.0,416219.0,12789.693903503
2019-20,06,Haryana,2019-11,2019-11-01,61441.0,2359428.0,40493.518714273,54039.0,2318797.0,55252.896145599,87938.0,1578581.0,49393.986901414
2019-20,07,Delhi,2019-11,2019-11-01,55438.0,779378.0,28764.83066029,116989.0,1601844.0,36144.342219485,109840.0,1447289.0,41089.596340814
2019-20,08,Rajasthan,2019-11,2019-11-01,64518.0,1464990.0,29999.754906244,45540.0,1198204.0,27270.555802773,89420.0,1076717.0,32047.520542959002
2019-20,09,Uttar Pradesh,2019-11,2019-11-01,104967.0,3043028.0,57906.99721912901,70360.0,1236569.0,46616.584155545,167244.0,2052507.0,61893.228762265004
2019-20,10,Bihar,2019-11,2019-11-01,6312.0,358766.0,7048.434994582,5939.0,58467.0,2120.662909904,51617.0,525178.0,13403.617113945
2019-20,11,Sikkim,2019-11,2019-11-01,113.0,3721.0,47.258069747,168.0,9287.0,2399.632340993,1552.0,28593.0,785.135180078
2019-20,12,Arunachal Pradesh,2019-11,2019-11-01,121.0,2908.0,44.848973817,216.0,1574.0,75.60931945700001,2833.0,29628.0,483.67921858500006
2019-20,13,Nagaland,2019-11,2019-11-01,82.0,886.0,39.268534107,230.0,2150.0,70.143699392,2452.0,23709.0,537.5285704529999
2019-20,14,Manipur,2019-11,2019-11-01,52.0,4339.0,62.806293016,104.0,508.0,21.911485846,2382.0,36521.0,606.087756179
2019-20,15,Mizoram,2019-11,2019-11-01,21.0,730.0,13.912556412,73.0,379.0,26.298359094,1778.0,26973.0,443.41774587
2019-20,16,Tripura,2019-11,2019-11-01,927.0,24208.0,416.738004237,388.0,2495.0,244.84480464299997,3938.0,34062.0,709.8810266109999
2019-20,17,Meghalaya,2019-11,2019-11-01,291.0,11635.0,209.133887002,376.0,28162.0,484.32079533599995,3361.0,40164.0,753.7244262720001
2019-20,18,Assam,2019-11,2019-11-01,10460.0,383039.0,6736.889164292,9125.0,184310.0,5858.21590736,23858.0,262491.0,8423.209948087
2019-20,19,West Bengal,2019-11,2019-11-01,37277.0,1283832.0,35187.913099765996,36519.0,649465.0,26087.908511825,58052.0,915398.0,32678.453290048998
2019-20,20,Jharkhand,2019-11,2019-11-01,8002.0,350537.0,7578.584255647,6911.0,177745.0,9699.838983298,23455.0,312776.0,9805.885595169999
2019-20,21,Odisha,2019-11,2019-11-01,11649.0,653303.0,11623.502847812,5147.0,200532.0,18174.043013423998,28344.0,341178.0,12810.649628094001
2019-20,22,Chhattisgarh,2019-11,2019-11-01,4833.0,181973.0,4656.82330097,7362.0,162008.0,10358.075737916,21316.0,313059.0,9089.046984311
2019-20,23,Madhya Pradesh,2019-11,2019-11-01,15360.0,373800.0,8112.2836019470005,18262.0,377397.0,17114.337216804,65167.0,761316.0,22362.90346423
2019-20,24,Gujarat,2019-11,2019-11-01,111212.0,3001222.0,75753.014068634,114907.0,3226326.0,84076.729046084,117439.0,1417453.0,67216.283589517
2019-20,25,Daman and Diu,2019-11,2019-11-01,1059.0,35303.0,975.9286039030001,1624.0,182014.0,4192.847964705999,2205.0,75581.0,3596.613361802
2019-20,26,Dadra and Nagar Haveli,2019-11,2019-11-01,1256.0,54991.0,1892.5460429900002,1932.0,251663.0,8446.959182437,2848.0,109473.0,6416.405483556
2019-20,27,Maharashtra,2019-11,2019-11-01,115330.0,4671961.0,109734.921152566,99230.0,3067827.0,95914.38421083,178404.0,2269764.0,93175.030587798
2019-20,29,Karnataka,2019-11,2019-11-01,83251.0,3000476.0,51428.689891192,42870.0,1303704.0,42672.234290190994,95818.0,1458964.0,46053.324241675
2019-20,30,Goa,2019-11,2019-11-01,1506.0,69416.0,977.352021383,1553.0,51634.0,3253.351170038,7092.0,106279.0,3316.5827447
2019-20,31,Lakshadweep,2019-11,2019-11-01,0.0,0.0,0.0,2.0,2.0,0.7282236,50.0,386.0,12.963528245000001
2019-20,32,Kerala,2019-11,2019-11-01,34027.0,1121476.0,15850.984640242,13553.0,162983.0,7157.292811308999,48569.0,613631.0,14079.528588907999
2019-20,33,Tamil Nadu,2019-11,2019-11-01,72885.0,3245499.0,62908.275865658,64216.0,1679001.0,58915.508023049,98143.0,1386182.0,55856.643833941
2019-20,34,Puducherry,2019-11,2019-11-01,897.0,29829.0,848.2304870180001,1781.0,96886.0,2739.199764387,5195.0,91583.0,2395.7575407639997
2019-20,35,ANDAMAN AND NICOBAR,2019-11,2019-11-01,9.0,239.0,8.000477078,55.0,227.0,26.875770518,945.0,9077.0,217.624420936
2019-20,36,Telangana,2019-11,2019-11-01,29406.0,1212885.0,22219.903618934,27186.0,553189.0,22220.398782623997,53818.0,816233.0,26711.734203984
2019-20,37,Andhra Pradesh,2019-11,2019-11-01,30663.0,1194557.0,19977.899414225,19702.0,385216.0,25577.392431061,64356.0,805431.0,27208.528747403
2019-20,97,Other Territory,2019-11,2019-11-01,3.0,45.0,160.25269138800002,23.0,2360.0,1371.303722157,651.0,8469.0,1884.3174714020001
2019-20,01,Jammu and Kashmir,2019-10,2019-10-01,2220.0,86320.0,1628.4331489219999,1685.0,28228.0,1929.184240923,16767.0,199361.0,4489.645773887
2019-20,02,Himachal Pradesh,2019-10,2019-10-01,7128.0,241392.0,4430.10727015,4689.0,248559.0,9562.120630322,21675.0,289848.0,7994.8383242479995
2019-20,03,Punjab,2019-10,2019-10-01,56596.0,1446370.0,29465.73238218,47334.0,977679.0,22795.84140695,63677.0,835529.0,23413.42465778
2019-20,04,Chandigarh,2019-10,2019-10-01,2104.0,28641.0,432.621984591,4852.0,75677.0,1295.292359736,8157.0,120323.0,2305.849714603
2019-20,05,Uttarakhand,2019-10,2019-10-01,10368.0,478405.0,8694.854368533,7181.0,311591.0,14635.926633872,23406.0,396544.0,12469.988211735
2019-20,06,Haryana,2019-10,2019-10-01,60979.0,2298665.0,39645.902552624,53492.0,2319117.0,54698.86242341,88618.0,1637896.0,50598.918010985
2019-20,07,Delhi,2019-10,2019-10-01,56194.0,835362.0,29824.19702342,118339.0,1629612.0,35064.665196343,111856.0,1629143.0,42553.157017264
2019-20,08,Rajasthan,2019-10,2019-10-01,65324.0,1515969.0,29853.356107943,45236.0,1248456.0,26562.368989088,92529.0,1109874.0,31149.84725268
2019-20,09,Uttar Pradesh,2019-10,2019-10-01,105089.0,2997615.0,58570.074867446994,69961.0,1238049.0,48790.150761432,166400.0,2263717.0,64113.72467564399
2019-20,10,Bihar,2019-10,2019-10-01,6200.0,371253.0,7516.128025612,5633.0,51695.0,1978.5632232970001,50824.0,597949.0,12897.281656042
2019-20,11,Sikkim,2019-10,2019-10-01,99.0,2933.0,36.800248495999995,156.0,7362.0,1781.750103311,1510.0,24355.0,683.338589638
2019-20,12,Arunachal Pradesh,2019-10,2019-10-01,112.0,2258.0,36.906906178,176.0,1307.0,64.606810483,2704.0,27145.0,411.248861681
2019-20,13,Nagaland,2019-10,2019-10-01,74.0,786.0,33.136238049,227.0,1371.0,53.681976202,2298.0,21052.0,431.20931777600003
2019-20,14,Manipur,2019-10,2019-10-01,47.0,4315.0,68.656755082,85.0,357.0,12.197068309999999,2389.0,34943.0,563.364564146
2019-20,15,Mizoram,2019-10,2019-10-01,22.0,866.0,12.916100384,52.0,243.0,12.831980248,1652.0,25856.0,382.626352285
2019-20,16,Tripura,2019-10,2019-10-01,834.0,17628.0,309.967760375,319.0,1867.0,171.198146825,3424.0,28248.0,627.255183226
2019-20,17,Meghalaya,2019-10,2019-10-01,270.0,9748.0,193.223164297,358.0,24099.0,404.204488529,3178.0,38359.0,761.148078767
2019-20,18,Assam,2019-10,2019-10-01,9833.0,349819.0,6273.768228997,8700.0,165515.0,5333.284845232,22801.0,241191.0,7720.3837171919995
2019-20,19,West Bengal,2019-10,2019-10-01,33871.0,1068672.0,30088.441421081,33616.0,581558.0,23324.322073174,54231.0,863497.0,30320.149222008
2019-20,20,Jharkhand,2019-10,2019-10-01,7457.0,308857.0,6765.019268604,6082.0,151482.0,8505.920437243,22932.0,289040.0,8988.195230936
2019-20,21,Odisha,2019-10,2019-10-01,11456.0,634623.0,11762.77892899,4836.0,169816.0,16645.19011776,26411.0,311977.0,12185.539570624
2019-20,22,Chhattisgarh,2019-10,2019-10-01,4766.0,173009.0,4376.717128851,6962.0,143201.0,9305.464309953999,21481.0,299324.0,9279.513248682
2019-20,23,Madhya Pradesh,2019-10,2019-10-01,14985.0,360023.0,7970.982477989999,17721.0,350654.0,15274.168342063,64934.0,771601.0,21595.964045772
2019-20,24,Gujarat,2019-10,2019-10-01,112180.0,2826782.0,68590.48906106899,118995.0,4054270.0,84792.892542601,113006.0,1331331.0,60737.405925871
2019-20,25,Daman and Diu,2019-10,2019-10-01,1091.0,32644.0,850.4856456140001,1663.0,172107.0,3921.9208477559996,2273.0,69981.0,4936.662494808
2019-20,26,Dadra and Nagar Haveli,2019-10,2019-10-01,1274.0,52898.0,1803.487457674,1937.0,221424.0,7714.424517122,2874.0,103355.0,6163.819215324
2019-20,27,Maharashtra,2019-10,2019-10-01,115418.0,4588478.0,105754.27889014101,97972.0,3008823.0,91431.37146446,181986.0,2406137.0,92934.650357037
2019-20,29,Karnataka,2019-10,2019-10-01,80789.0,2902228.0,50152.122877827,41695.0,1319697.0,40569.268993844,93513.0,1485804.0,46205.938811504
2019-20,30,Goa,2019-10,2019-10-01,1393.0,63343.0,967.840070111,1457.0,49644.0,3175.302087029,7019.0,97037.0,2990.9311392259997
2019-20,31,Lakshadweep,2019-10,2019-10-01,1.0,2.0,3.4795431,1.0,1.0,0.0084535,43.0,333.0,6.842966962
2019-20,32,Kerala,2019-10,2019-10-01,32406.0,1030350.0,14235.269413298001,13120.0,160931.0,6413.226192902,45999.0,592849.0,13221.540158176
2019-20,33,Tamil Nadu,2019-10,2019-10-01,72376.0,3147361.0,61058.543307044994,62832.0,1615517.0,57124.369143993004,99840.0,1477047.0,54515.415234795
2019-20,34,Puducherry,2019-10,2019-10-01,904.0,30410.0,959.6431699440001,1749.0,92391.0,2590.08514025,5318.0,94731.0,2245.816092855
2019-20,35,ANDAMAN AND NICOBAR,2019-10,2019-10-01,9.0,158.0,12.773421276,60.0,338.0,31.653579655,912.0,8340.0,210.932335661
2019-20,36,Telangana,2019-10,2019-10-01,26927.0,1170102.0,21047.234155506,24223.0,514891.0,19913.391607851998,52033.0,814673.0,25599.045445613
2019-20,37,Andhra Pradesh,2019-10,2019-10-01,29167.0,1154969.0,19168.749504609,18854.0,347189.0,24596.275231958,60924.0,687269.0,25564.230567016002
2019-20,97,Other Territory,2019-10,2019-10-01,4.0,49.0,59.33837572,19.0,1958.0,1215.0059616610001,648.0,7720.0,1938.383528155
2019-20,01,Jammu and Kashmir,2019-09,2019-09-01,2376.0,87262.0,1627.654487064,1592.0,29813.0,2219.71471267,14103.0,147501.0,4017.253624168
2019-20,02,Himachal Pradesh,2019-09,2019-09-01,6897.0,245509.0,4528.113064973,4795.0,264720.0,10341.521744393,21068.0,294454.0,7891.175530567999
2019-20,03,Punjab,2019-09,2019-09-01,53120.0,1318286.0,27812.141990633,46160.0,904146.0,22126.997958117,62485.0,790358.0,23590.312295873002
2019-20,04,Chandigarh,2019-09,2019-09-01,2102.0,26762.0,401.107040321,4818.0,74773.0,1299.42237704,8003.0,113068.0,2177.586494697
2019-20,05,Uttarakhand,2019-09,2019-09-01,10390.0,483854.0,8137.467777403,7362.0,320297.0,14874.508519771,22881.0,397492.0,11509.100234482
2019-20,06,Haryana,2019-09,2019-09-01,60744.0,2411934.0,42155.287031392,53556.0,2302566.0,55064.139324405005,88430.0,1636296.0,55074.09408405799
2019-20,07,Delhi,2019-09,2019-09-01,56874.0,829192.0,27051.457024057,118952.0,1703021.0,35842.394688412,112279.0,1569926.0,42789.924345237
2019-20,08,Rajasthan,2019-09,2019-09-01,62483.0,1379449.0,26484.249883458,45142.0,1220764.0,26162.206022029,87433.0,1034162.0,30244.782839990996
2019-20,09,Uttar Pradesh,2019-09,2019-09-01,101837.0,2817118.0,56639.071220063,69359.0,1257516.0,53871.005292254,161214.0,2043834.0,67348.203947346
2019-20,10,Bihar,2019-09,2019-09-01,6128.0,326733.0,6714.165861487,6063.0,56545.0,1893.526934455,52542.0,690621.0,13305.089417656
2019-20,11,Sikkim,2019-09,2019-09-01,108.0,3642.0,42.14548684,167.0,9420.0,2312.988495646,1574.0,28922.0,719.205875184
2019-20,12,Arunachal Pradesh,2019-09,2019-09-01,112.0,2409.0,40.400810843,178.0,1365.0,68.160490213,2732.0,28301.0,418.372536063
2019-20,13,Nagaland,2019-09,2019-09-01,81.0,782.0,30.025395620999998,228.0,1778.0,72.5848504,2395.0,22581.0,467.113108714
2019-20,14,Manipur,2019-09,2019-09-01,50.0,3788.0,63.71009256,104.0,471.0,14.637004007,2452.0,35954.0,591.958550993
2019-20,15,Mizoram,2019-09,2019-09-01,19.0,793.0,10.527881618,79.0,364.0,58.203005738,1596.0,24720.0,362.775957373
2019-20,16,Tripura,2019-09,2019-09-01,850.0,21208.0,333.473562099,327.0,1819.0,159.341060005,4054.0,35364.0,713.016386785
2019-20,17,Meghalaya,2019-09,2019-09-01,284.0,9833.0,156.45145118699998,381.0,26646.0,454.83095215500003,3274.0,39404.0,715.642292761
2019-20,18,Assam,2019-09,2019-09-01,10468.0,376251.0,6712.734764432,8972.0,174905.0,5374.60345548,25433.0,286316.0,8564.598923291
2019-20,19,West Bengal,2019-09,2019-09-01,37613.0,1260269.0,35404.357669665005,37378.0,706644.0,26252.225391672,57909.0,1017471.0,35414.772651228996
2019-20,20,Jharkhand,2019-09,2019-09-01,7565.0,353268.0,7017.601742789,6076.0,173066.0,8990.96532964,24496.0,326353.0,9620.54670442
2019-20,21,Odisha,2019-09,2019-09-01,11649.0,572438.0,11267.822539847,5016.0,168209.0,16979.856647979002,27667.0,357267.0,12659.935174545
2019-20,22,Chhattisgarh,2019-09,2019-09-01,4708.0,154507.0,4248.450115930999,7041.0,149737.0,9053.937427695,21694.0,312450.0,9353.609069981
2019-20,23,Madhya Pradesh,2019-09,2019-09-01,13923.0,285545.0,6227.060457691,17704.0,364977.0,15790.561441001,61848.0,687123.0,19814.6441239
2019-20,24,Gujarat,2019-09,2019-09-01,109954.0,2830146.0,68653.231854415,117120.0,3803358.0,85175.16655595,116440.0,1370147.0,65480.222655401
2019-20,25,Daman and Diu,2019-09,2019-09-01,1107.0,34513.0,950.491773763,1650.0,179591.0,4321.11295279,2277.0,72487.0,3485.0508723400003
2019-20,26,Dadra and Nagar Haveli,2019-09,2019-09-01,1276.0,56105.0,1783.47392701,1926.0,240521.0,8477.604654781,2836.0,105659.0,6183.81954627
2019-20,27,Maharashtra,2019-09,2019-09-01,114219.0,4432991.0,105185.264422786,98186.0,3153604.0,97101.464736365,177988.0,2340624.0,95144.437504668
2019-20,29,Karnataka,2019-09,2019-09-01,81226.0,2849655.0,50656.942334841,42269.0,1358923.0,42042.230865711,93432.0,1526226.0,48212.982415764
2019-20,30,Goa,2019-09,2019-09-01,1352.0,52361.0,848.686905446,1430.0,47286.0,3228.618837173,6444.0,92549.0,2803.214351752
2019-20,31,Lakshadweep,2019-09,2019-09-01,1.0,1.0,0.2385213,1.0,1.0,0.00972,38.0,260.0,11.225508593999999
2019-20,32,Kerala,2019-09,2019-09-01,31165.0,981452.0,14215.581079364001,12733.0,153567.0,6138.382494074,45438.0,548032.0,13698.617427856
2019-20,33,Tamil Nadu,2019-09,2019-09-01,73859.0,3172739.0,63983.382772352,63334.0,1635102.0,59145.634571122,101953.0,1700303.0,58648.61004765
2019-20,34,Puducherry,2019-09,2019-09-01,917.0,31633.0,1822.1469411819999,1767.0,92830.0,2791.3548090950003,5318.0,101981.0,2611.909293493
