financial_year,state_code,state,month,month_date,intrastate_suppliers,intrastate_ewb_count,intrastate_assessable_value,interstate_out_suppliers,interstate_out_ewb_count,interstate_out_assessable_value,interstate_in_suppliers,interstate_in_ewb_count,interstate_in_assessable_value
2021-22,24,Gujarat,2021-12,2021-12-01,151611.0,4338035.0,135761.661,135271.0,4235914.0,133296.80779999998,141062.0,1904249.0,101713.21449999999
2021-22,25,Daman and Diu,2021-12,2021-12-01,0.0,0.0,0.0,2.0,10.0,0.374,14.0,99.0,2.3816
2021-22,26,Dadra and Nagar Haveli,2021-12,2021-12-01,2829.0,125969.0,5160.9695,3801.0,450573.0,18956.1414,5356.0,197353.0,15914.823100000001
2021-22,27,Maharashtra,2021-12,2021-12-01,141201.0,6665602.0,173372.0437,114402.0,4183424.0,156393.7394,204830.0,3049444.0,147915.318
2021-22,29,Karnataka,2021-12,2021-12-01,103238.0,4321435.0,81094.0623,52618.0,2069038.0,70459.5416,114962.0,1900819.0,197496.4186
2021-22,30,Goa,2021-12,2021-12-01,1876.0,101598.0,1643.9793,1706.0,70108.0,4860.2336,8082.0,126661.0,5256.6008999999995
2021-22,31,Lakshadweep,2021-12,2021-12-01,1.0,1.0,0.125,1.0,1.0,0.0076,50.0,516.0,8.1449
2021-22,32,Kerala,2021-12,2021-12-01,43252.0,1698465.0,24392.571200000002,15860.0,181887.0,9062.8901,56977.0,749505.0,21181.6494
2021-22,33,Tamil Nadu,2021-12,2021-12-01,90950.0,4646992.0,95930.0444,72404.0,2303465.0,238639.1252,117760.0,2033457.0,89575.698
2021-22,34,Puducherry,2021-12,2021-12-01,1045.0,40672.0,2157.1303,1892.0,109330.0,4006.1413000000002,5610.0,110341.0,3477.6939
2021-22,35,ANDAMAN AND NICOBAR,2021-12,2021-12-01,34.0,845.0,19.6422,56.0,208.0,18.4157,1106.0,12179.0,274.303
2021-22,36,Telangana,2021-12,2021-12-01,44588.0,2194211.0,40103.284700000004,33717.0,785687.0,37051.1898,65277.0,1269409.0,43125.1696
2021-22,37,Andhra Pradesh,2021-12,2021-12-01,35639.0,1720658.0,30564.7746,22152.0,461005.0,38156.105,75983.0,1126532.0,39439.0644
2021-22,38,Ladakh,2021-12,2021-12-01,34.0,356.0,11.3846,35.0,90.0,4.7653,548.0,2638.0,88.479
2021-22,97,Other Territory,2021-12,2021-12-01,7.0,91.0,31.768,25.0,4762.0,643.0645,282.0,11916.0,2309.6091
2021-22,01,Jammu and Kashmir,2021-11,2021-11-01,5503.0,192641.0,3171.099,3224.0,35904.0,2264.9391,18882.0,196818.0,5918.6846
2021-22,02,Himachal Pradesh,2021-11,2021-11-01,8117.0,248793.0,5391.5770999999995,5172.0,246298.0,10953.1616,21978.0,290558.0,10190.3327
2021-22,03,Punjab,2021-11,2021-11-01,64354.0,1600487.0,40604.5328,50765.0,1049479.0,28918.367000000002,65997.0,824325.0,29628.7865
2021-22,04,Chandigarh,2021-11,2021-11-01,2117.0,28474.0,402.4484,4872.0,73538.0,1520.5282,8160.0,114546.0,2505.0032
2021-22,05,Uttarakhand,2021-11,2021-11-01,11974.0,528324.0,9445.545699999999,8349.0,313379.0,16257.3251,25678.0,428497.0,14017.5716
2021-22,06,Haryana,2021-11,2021-11-01,68831.0,2419705.0,50807.9022,60173.0,2844805.0,67749.3515,96221.0,1742877.0,65515.157999999996
2021-22,07,Delhi,2021-11,2021-11-01,65023.0,876700.0,32923.8878,119621.0,1543722.0,41398.8646,117057.0,1615191.0,46818.4477
2021-22,08,Rajasthan,2021-11,2021-11-01,58658.0,1250276.0,35443.0228,47567.0,1194225.0,36440.2919,94717.0,1168936.0,45452.8303
2021-22,09,Uttar Pradesh,2021-11,2021-11-01,117577.0,3296765.0,71842.4051,79037.0,1427804.0,57634.620599999995,179931.0,2306905.0,77894.9844
2021-22,10,Bihar,2021-11,2021-11-01,6941.0,391200.0,8294.2573,6544.0,68656.0,2794.6767999999997,51955.0,578157.0,15539.1551
2021-22,11,Sikkim,2021-11,2021-11-01,123.0,4568.0,87.90639999999999,178.0,6727.0,2775.6613,1819.0,34385.0,1154.193
2021-22,12,Arunachal Pradesh,2021-11,2021-11-01,141.0,2391.0,49.586800000000004,232.0,1840.0,142.52270000000001,3001.0,33168.0,672.7975
2021-22,13,Nagaland,2021-11,2021-11-01,118.0,1481.0,57.5901,262.0,3437.0,114.2877,2614.0,32755.0,594.4388
2021-22,14,Manipur,2021-11,2021-11-01,81.0,3246.0,87.9043,104.0,564.0,16.325,2802.0,42454.0,779.1504
2021-22,15,Mizoram,2021-11,2021-11-01,65.0,891.0,16.523,69.0,320.0,12.022,2028.0,33251.0,548.967
2021-22,16,Tripura,2021-11,2021-11-01,1406.0,35747.0,847.0307,436.0,2956.0,413.4565,4350.0,39793.0,946.7392
2021-22,17,Meghalaya,2021-11,2021-11-01,431.0,12553.0,286.2198,448.0,30109.0,705.2928999999999,3653.0,48330.0,1007.9011999999999
2021-22,18,Assam,2021-11,2021-11-01,11912.0,461840.0,8515.5364,9744.0,214625.0,7227.9657,25796.0,302998.0,10735.6334
2021-22,19,West Bengal,2021-11,2021-11-01,42412.0,1728193.0,45917.9004,38629.0,809091.0,37217.0549,61663.0,1025068.0,43055.6923
2021-22,20,Jharkhand,2021-11,2021-11-01,8969.0,463788.0,11360.0087,6932.0,193845.0,14522.614099999999,24988.0,368452.0,14447.751100000001
2021-22,21,Odisha,2021-11,2021-11-01,14599.0,823113.0,19754.3906,6097.0,251174.0,28913.442400000004,31504.0,388844.0,18236.8765
2021-22,22,Chhattisgarh,2021-11,2021-11-01,5127.0,195823.0,7264.1133,7370.0,139587.0,15913.9696,22749.0,337780.0,13881.2546
2021-22,23,Madhya Pradesh,2021-11,2021-11-01,17514.0,475174.0,11573.4139,19113.0,388303.0,21977.147,68961.0,814104.0,29477.4654
2021-22,24,Gujarat,2021-11,2021-11-01,134688.0,3369975.0,112635.7108,122359.0,3262419.0,111332.4919,124739.0,1532927.0,93051.696
2021-22,25,Daman and Diu,2021-11,2021-11-01,0.0,0.0,0.0,4.0,8.0,0.1017,11.0,51.0,1.026
2021-22,26,Dadra and Nagar Haveli,2021-11,2021-11-01,2677.0,106241.0,4590.0786,3608.0,350605.0,15033.1749,5081.0,163185.0,13666.9946
2021-22,27,Maharashtra,2021-11,2021-11-01,130499.0,5718872.0,147135.9064,105321.0,3467344.0,132832.0986,186112.0,2480471.0,129073.0332
2021-22,29,Karnataka,2021-11,2021-11-01,96142.0,3745725.0,68618.0226,48081.0,1740557.0,59731.1896,104342.0,1639117.0,61477.2285
2021-22,30,Goa,2021-11,2021-11-01,1788.0,89345.0,1553.6765,1586.0,60092.0,4304.6345,7366.0,110439.0,4451.1524
2021-22,31,Lakshadweep,2021-11,2021-11-01,1.0,1.0,0.060700000000000004,1.0,2.0,0.0401,44.0,407.0,9.0923
2021-22,32,Kerala,2021-11,2021-11-01,41531.0,1519401.0,22010.429799999998,14777.0,165479.0,9171.694,52713.0,636386.0,19024.8571
2021-22,33,Tamil Nadu,2021-11,2021-11-01,80467.0,3699416.0,75733.2646,65017.0,1959609.0,70518.4584,102457.0,1552372.0,72351.905
2021-22,34,Puducherry,2021-11,2021-11-01,922.0,32176.0,1773.3579,1771.0,98411.0,3332.1196999999997,4869.0,87642.0,3049.567
2021-22,35,ANDAMAN AND NICOBAR,2021-11,2021-11-01,32.0,933.0,23.1475,58.0,212.0,22.6393,1006.0,9888.0,221.3933
2021-22,36,Telangana,2021-11,2021-11-01,41776.0,1979293.0,35649.1548,31294.0,706501.0,31239.479900000002,60411.0,1024991.0,36565.738
2021-22,37,Andhra Pradesh,2021-11,2021-11-01,32629.0,1457072.0,26005.5766,20110.0,380817.0,37266.671200000004,68365.0,898562.0,32976.4924
2021-22,38,Ladakh,2021-11,2021-11-01,34.0,487.0,16.9001,62.0,304.0,25.3406,1131.0,8471.0,234.8646
2021-22,97,Other Territory,2021-11,2021-11-01,6.0,71.0,196.94259999999997,23.0,2170.0,564.4147,234.0,8878.0,2184.3341
2021-22,01,Jammu and Kashmir,2021-10,2021-10-01,5516.0,199759.0,3255.8152,3405.0,42272.0,2640.3311,18924.0,197750.0,4922.9078
2021-22,02,Himachal Pradesh,2021-10,2021-10-01,8532.0,308925.0,6310.8089,5404.0,296824.0,12908.794399999999,24054.0,310667.0,9141.1173
2021-22,03,Punjab,2021-10,2021-10-01,67839.0,1895588.0,47739.859000000004,53016.0,1238940.0,33538.393599999996,63914.0,727859.0,25272.7453
2021-22,04,Chandigarh,2021-10,2021-10-01,2280.0,32068.0,500.6394,5142.0,90592.0,1805.2220000000002,8427.0,121673.0,2496.1991
2021-22,05,Uttarakhand,2021-10,2021-10-01,12506.0,638026.0,10995.417,8668.0,357968.0,18598.1637,27015.0,406557.0,11738.4471
2021-22,06,Haryana,2021-10,2021-10-01,71701.0,2834185.0,59571.8367,63727.0,3533187.0,78453.0399,96387.0,1534744.0,59131.0178
2021-22,07,Delhi,2021-10,2021-10-01,69390.0,1078026.0,38564.1564,127272.0,1926991.0,49799.1689,112329.0,1460403.0,42392.63940000001
2021-22,08,Rajasthan,2021-10,2021-10-01,65044.0,1591345.0,41921.408599999995,51728.0,1571296.0,41748.028,68364.0,810221.0,31921.881299999997
2021-22,09,Uttar Pradesh,2021-10,2021-10-01,123952.0,3913517.0,85060.0052,84405.0,1723505.0,70149.2148,168420.0,1923172.0,69268.7634
2021-22,10,Bihar,2021-10,2021-10-01,7388.0,454545.0,9588.707900000001,6908.0,77636.0,3274.0182,50593.0,466418.0,12928.3381
2021-22,11,Sikkim,2021-10,2021-10-01,127.0,3563.0,68.86489999999999,163.0,5916.0,2375.1023999999998,1661.0,23528.0,679.6547
2021-22,12,Arunachal Pradesh,2021-10,2021-10-01,143.0,2184.0,44.7575,240.0,1877.0,146.1498,2968.0,32227.0,626.1573999999999
2021-22,13,Nagaland,2021-10,2021-10-01,124.0,1875.0,59.1317,269.0,3727.0,121.2061,2592.0,31383.0,541.8195
2021-22,14,Manipur,2021-10,2021-10-01,78.0,4331.0,82.68780000000001,108.0,590.0,19.686300000000003,2762.0,44207.0,791.9791
2021-22,15,Mizoram,2021-10,2021-10-01,62.0,932.0,19.4279,63.0,309.0,13.631400000000001,1855.0,28145.0,467.8914
2021-22,16,Tripura,2021-10,2021-10-01,1336.0,30718.0,732.2435,405.0,2632.0,307.3589,3887.0,33268.0,767.3705
2021-22,17,Meghalaya,2021-10,2021-10-01,349.0,12193.0,273.8173,425.0,28920.0,646.2046,3477.0,41528.0,861.6
2021-22,18,Assam,2021-10,2021-10-01,11763.0,467495.0,8748.8459,9615.0,209537.0,7077.9509,23110.0,255188.0,7793.9890000000005
2021-22,19,West Bengal,2021-10,2021-10-01,40299.0,1610370.0,45399.2324,38720.0,868082.0,36193.7091,45888.0,594266.0,29728.6083
2021-22,20,Jharkhand,2021-10,2021-10-01,9360.0,536456.0,13319.2503,7325.0,214995.0,15665.9707,23883.0,281398.0,10970.1136
2021-22,21,Odisha,2021-10,2021-10-01,14511.0,869673.0,20269.392,6205.0,228051.0,26539.6977,27329.0,278420.0,12591.165
2021-22,22,Chhattisgarh,2021-10,2021-10-01,5523.0,221704.0,8593.108199999999,7819.0,150313.0,16217.7479,17782.0,225523.0,10088.8161
2021-22,23,Madhya Pradesh,2021-10,2021-10-01,56.0,6138.0,29.2325,1134.0,11308.0,495.9218,51142.0,457220.0,15539.385400000001
2021-22,24,Gujarat,2021-10,2021-10-01,114.0,9427.0,52.8706,6763.0,25825.0,681.5259,84097.0,799903.0,31230.266600000003
2021-22,25,Daman and Diu,2021-10,2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,0.3834
2021-22,26,Dadra and Nagar Haveli,2021-10,2021-10-01,1.0,1.0,0.012,192.0,666.0,13.086400000000001,1487.0,16749.0,1420.6301
2021-22,27,Maharashtra,2021-10,2021-10-01,349.0,44085.0,247.8793,6572.0,66051.0,1455.7943,120621.0,1515661.0,54596.895
2021-22,29,Karnataka,2021-10,2021-10-01,98136.0,4108703.0,75330.65030000001,49998.0,2119615.0,65248.2119,58626.0,762042.0,38640.0952
2021-22,30,Goa,2021-10,2021-10-01,1805.0,92711.0,1469.7688,1622.0,67254.0,4867.6052,4442.0,47378.0,6198.736800000001
2021-22,31,Lakshadweep,2021-10,2021-10-01,0.0,0.0,0.0,1.0,1.0,0.0040999999999999995,7.0,77.0,7.6486
2021-22,32,Kerala,2021-10,2021-10-01,10.0,873.0,7.454199999999999,355.0,2143.0,54.938100000000006,26811.0,249302.0,7685.5815
2021-22,33,Tamil Nadu,2021-10,2021-10-01,132.0,12288.0,73.38119999999999,3948.0,21201.0,784.5817999999999,78560.0,1110182.0,33556.1464
2021-22,34,Puducherry,2021-10,2021-10-01,1.0,1.0,0.0125,43.0,171.0,5.9391,1928.0,20528.0,610.611
2021-22,35,ANDAMAN AND NICOBAR,2021-10,2021-10-01,30.0,778.0,16.803,59.0,246.0,29.5077,550.0,3959.0,101.9241
2021-22,36,Telangana,2021-10,2021-10-01,40897.0,2016587.0,37879.831,31300.0,735279.0,31325.234900000003,44151.0,598924.0,29186.0996
2021-22,37,Andhra Pradesh,2021-10,2021-10-01,32761.0,1642252.0,29858.885899999997,21152.0,441339.0,36140.1312,56071.0,565860.0,24514.193
2021-22,38,Ladakh,2021-10,2021-10-01,31.0,748.0,21.587600000000002,57.0,338.0,20.0273,1342.0,13362.0,388.6486
2021-22,97,Other Territory,2021-10,2021-10-01,0.0,0.0,0.0,6.0,605.0,279.6658,191.0,4730.0,651.3204000000001
2021-22,01,Jammu and Kashmir,2021-09,2021-09-01,5404.0,203446.0,3199.1262,3266.0,40852.0,2646.0872999999997,19535.0,233276.0,6488.6768
2021-22,02,Himachal Pradesh,2021-09,2021-09-01,8159.0,291231.0,6032.121999999999,5303.0,292209.0,12983.069599999999,22603.0,343290.0,11163.8757
2021-22,03,Punjab,2021-09,2021-09-01,64323.0,1757060.0,42600.7008,50693.0,1106372.0,31533.8079,68955.0,967816.0,31236.078700000002
2021-22,04,Chandigarh,2021-09,2021-09-01,2178.0,29135.0,456.135,4953.0,84421.0,1652.3448999999998,8356.0,128179.0,2842.2704
2021-22,05,Uttarakhand,2021-09,2021-09-01,12022.0,611143.0,10126.5418,8452.0,354689.0,17771.3642,26215.0,479162.0,14619.2432
2021-22,06,Haryana,2021-09,2021-09-01,69204.0,2570888.0,53616.9171,61724.0,3351377.0,72990.2678,99343.0,2018327.0,74883.51120000001
2021-22,07,Delhi,2021-09,2021-09-01,67808.0,1000602.0,36709.1526,125700.0,1795266.0,46965.434199999996,122982.0,1826010.0,53024.1232
2021-22,08,Rajasthan,2021-09,2021-09-01,61458.0,1387494.0,36272.8891,50279.0,1382992.0,38225.5479,97471.0,1323777.0,51035.4783
2021-22,09,Uttar Pradesh,2021-09,2021-09-01,117313.0,3417451.0,76221.1266,81555.0,1595130.0,68298.1296,184886.0,2626922.0,82554.0931
2021-22,10,Bihar,2021-09,2021-09-01,7280.0,449083.0,8976.4154,7215.0,77174.0,3176.2408,55968.0,755464.0,17270.3011
2021-22,11,Sikkim,2021-09,2021-09-01,148.0,4329.0,120.5225,190.0,7205.0,2862.5692,1824.0,33765.0,967.5869
2021-22,12,Arunachal Pradesh,2021-09,2021-09-01,151.0,2182.0,46.5687,234.0,1825.0,121.0209,3029.0,33893.0,612.6127
2021-22,13,Nagaland,2021-09,2021-09-01,98.0,1632.0,61.8362,262.0,3185.0,105.5719,2606.0,33309.0,569.5071
2021-22,14,Manipur,2021-09,2021-09-01,71.0,3564.0,75.2906,109.0,441.0,21.9284,2768.0,45196.0,824.8535
2021-22,15,Mizoram,2021-09,2021-09-01,62.0,931.0,18.7933,61.0,333.0,27.918899999999997,1845.0,27899.0,466.0478
2021-22,16,Tripura,2021-09,2021-09-01,1353.0,32060.0,672.8760000000001,443.0,2603.0,314.3564,4632.0,43625.0,918.8637
2021-22,17,Meghalaya,2021-09,2021-09-01,354.0,12944.0,276.0989,437.0,27257.0,572.1419000000001,3554.0,42253.0,868.3672
2021-22,18,Assam,2021-09,2021-09-01,11808.0,470561.0,8642.424200000001,9853.0,210939.0,7384.8038,26301.0,372000.0,11079.8298
2021-22,19,West Bengal,2021-09,2021-09-01,42352.0,1698601.0,46779.422699999996,39951.0,869600.0,36406.2808,63969.0,1342535.0,45683.3357
2021-22,20,Jharkhand,2021-09,2021-09-01,9107.0,477102.0,11191.027900000001,7325.0,201864.0,14813.5562,26455.0,409957.0,13288.483799999998
2021-22,21,Odisha,2021-09,2021-09-01,14270.0,766578.0,18341.749499999998,6074.0,188855.0,24513.7028,31382.0,411738.0,16982.5982
2021-22,22,Chhattisgarh,2021-09,2021-09-01,5241.0,196287.0,7191.5445,7685.0,144200.0,15490.8046,24855.0,383549.0,13268.7599
2021-22,23,Madhya Pradesh,2021-09,2021-09-01,17458.0,523381.0,11111.4082,20162.0,430466.0,22192.863599999997,71585.0,867453.0,28818.7438
2021-22,24,Gujarat,2021-09,2021-09-01,139970.0,3876828.0,114100.56890000001,131002.0,4349192.0,116974.1975,133491.0,1766903.0,89028.3098
2021-22,25,Daman and Diu,2021-09,2021-09-01,0.0,0.0,0.0,3.0,6.0,0.0672,10.0,76.0,1.3513
2021-22,26,Dadra and Nagar Haveli,2021-09,2021-09-01,2801.0,122290.0,4759.4312,3712.0,430119.0,16602.0433,5265.0,176751.0,13241.4378
2021-22,27,Maharashtra,2021-09,2021-09-01,131370.0,5989949.0,152467.291,108716.0,4176599.0,142733.0627,196529.0,2865495.0,138242.0214
2021-22,29,Karnataka,2021-09,2021-09-01,97414.0,4098775.0,76214.106,49735.0,2092764.0,65147.6034,110692.0,2028976.0,71521.6805
2021-22,30,Goa,2021-09,2021-09-01,1731.0,80038.0,1298.2109,1625.0,64404.0,4650.0134,6929.0,104339.0,3925.962
2021-22,31,Lakshadweep,2021-09,2021-09-01,0.0,0.0,0.0,1.0,4.0,0.21850000000000003,39.0,309.0,8.9803
2021-22,32,Kerala,2021-09,2021-09-01,39554.0,1443856.0,21618.7295,14802.0,179485.0,8874.9286,51846.0,617813.0,18623.4132
2021-22,33,Tamil Nadu,2021-09,2021-09-01,86412.0,4385589.0,90513.98980000001,69324.0,2290813.0,87071.6268,116214.0,2223044.0,80169.0324
2021-22,34,Puducherry,2021-09,2021-09-01,970.0,39396.0,2050.5437,1865.0,106792.0,3873.8645,5440.0,111235.0,3216.638
2021-22,35,ANDAMAN AND NICOBAR,2021-09,2021-09-01,32.0,840.0,15.960799999999999,56.0,283.0,29.1529,1053.0,10676.0,227.977
2021-22,36,Telangana,2021-09,2021-09-01,40408.0,1964832.0,35839.3746,30873.0,728954.0,30532.4246,62136.0,1258414.0,44463.904500000004
2021-22,37,Andhra Pradesh,2021-09,2021-09-01,31872.0,1578577.0,28627.9644,20771.0,422702.0,33404.2894,70268.0,895023.0,36639.742999999995
2021-22,38,Ladakh,2021-09,2021-09-01,37.0,788.0,19.5432,50.0,303.0,23.286199999999997,1269.0,14352.0,361.3793
2021-22,97,Other Territory,2021-09,2021-09-01,4.0,83.0,23.372,22.0,2627.0,644.4133,234.0,10437.0,1811.7695999999999
2021-22,01,Jammu and Kashmir,2021-08,2021-08-01,5279.0,193388.0,3233.205,3224.0,40280.0,2732.5348,18925.0,208759.0,6263.2156
2021-22,02,Himachal Pradesh,2021-08,2021-08-01,8008.0,275627.0,5913.005300000001,5108.0,273439.0,12294.325,21302.0,319246.0,10452.4662
2021-22,03,Punjab,2021-08,2021-08-01,62671.0,1730862.0,42100.5924,48415.0,975666.0,29465.9274,66822.0,901092.0,30317.0771
2021-22,04,Chandigarh,2021-08,2021-08-01,2108.0,29208.0,423.86330000000004,4917.0,80517.0,1578.2581,8137.0,120712.0,2633.7651
2021-22,05,Uttarakhand,2021-08,2021-08-01,11607.0,546907.0,9246.7292,8189.0,331105.0,16799.3317,24200.0,435654.0,13652.1554
2021-22,06,Haryana,2021-08,2021-08-01,67030.0,2540049.0,51582.215,60403.0,3050391.0,69793.7645,96474.0,1900989.0,67765.603
2021-22,07,Delhi,2021-08,2021-08-01,64629.0,922959.0,32910.101800000004,120168.0,1577714.0,42319.5961,118340.0,1610009.0,46869.895899999996
2021-22,08,Rajasthan,2021-08,2021-08-01,61706.0,1394129.0,36419.5152,49251.0,1321064.0,37807.09,95580.0,1242097.0,50537.871699999996
2021-22,09,Uttar Pradesh,2021-08,2021-08-01,112525.0,3270577.0,73635.2366,78314.0,1435791.0,61406.139299999995,173527.0,2242040.0,78726.17450000001
2021-22,10,Bihar,2021-08,2021-08-01,6945.0,423837.0,8330.5734,6877.0,71945.0,3086.2609,51153.0,628465.0,15581.210700000001
2021-22,11,Sikkim,2021-08,2021-08-01,127.0,3871.0,79.6543,171.0,6650.0,2789.3792,1604.0,28475.0,918.5782
2021-22,12,Arunachal Pradesh,2021-08,2021-08-01,133.0,1919.0,38.5407,205.0,1646.0,105.2317,2811.0,29782.0,561.8858
2021-22,13,Nagaland,2021-08,2021-08-01,103.0,1928.0,58.3741,242.0,2617.0,100.3697,2481.0,34470.0,575.7469
2021-22,14,Manipur,2021-08,2021-08-01,70.0,3630.0,61.2388,91.0,544.0,35.3893,2502.0,37962.0,707.3078999999999
2021-22,15,Mizoram,2021-08,2021-08-01,71.0,754.0,18.012,77.0,316.0,27.4146,1695.0,25125.0,436.49870000000004
2021-22,16,Tripura,2021-08,2021-08-01,1324.0,29843.0,588.9139,410.0,2452.0,263.7553,4294.0,41963.0,854.3891
2021-22,17,Meghalaya,2021-08,2021-08-01,313.0,9543.0,199.7708,407.0,24315.0,551.266,3146.0,35242.0,803.9249000000001
2021-22,18,Assam,2021-08,2021-08-01,11606.0,445563.0,8370.3156,9306.0,200225.0,7032.5814,23589.0,292795.0,9658.8832
2021-22,19,West Bengal,2021-08,2021-08-01,41799.0,1686656.0,45583.5336,39227.0,792136.0,35675.7913,61989.0,1235531.0,42780.2351
2021-22,20,Jharkhand,2021-08,2021-08-01,8822.0,468263.0,10759.837,7168.0,192749.0,14705.8414,25132.0,369297.0,12837.4282
2021-22,21,Odisha,2021-08,2021-08-01,14554.0,814266.0,19850.0056,6116.0,220426.0,26800.8148,31932.0,397051.0,16600.4227
2021-22,22,Chhattisgarh,2021-08,2021-08-01,5245.0,225467.0,7485.3451000000005,7647.0,150554.0,15483.2343,23979.0,416521.0,13352.466999999999
2021-22,23,Madhya Pradesh,2021-08,2021-08-01,16863.0,499841.0,10856.2636,19335.0,392524.0,21427.0312,68184.0,876552.0,27998.7133
2021-22,24,Gujarat,2021-08,2021-08-01,139743.0,3863144.0,111580.7487,130132.0,4067787.0,115395.8398,131709.0,1796707.0,84289.663
2021-22,25,Daman and Diu,2021-08,2021-08-01,0.0,0.0,0.0,2.0,9.0,1.0701,17.0,97.0,1.3391
2021-22,26,Dadra and Nagar Haveli,2021-08,2021-08-01,2756.0,121566.0,4525.4628999999995,3706.0,431878.0,16767.4338,5154.0,176997.0,12713.0259
2021-22,27,Maharashtra,2021-08,2021-08-01,130584.0,6099041.0,152346.019,107203.0,3799156.0,137860.5135,193890.0,2744936.0,128329.4668
2021-22,29,Karnataka,2021-08,2021-08-01,96774.0,4089558.0,72928.506,49558.0,1936844.0,60895.268,110179.0,1894562.0,65712.1211
2021-22,30,Goa,2021-08,2021-08-01,1788.0,87686.0,1481.9461999999999,1628.0,67388.0,4920.9395,7051.0,116120.0,4367.9149
2021-22,31,Lakshadweep,2021-08,2021-08-01,1.0,2.0,0.1085,1.0,2.0,0.08439999999999999,28.0,224.0,2.2708
2021-22,32,Kerala,2021-08,2021-08-01,39422.0,1508376.0,22707.3843,14282.0,169328.0,8174.5953,52063.0,640984.0,19275.0749
2021-22,33,Tamil Nadu,2021-08,2021-08-01,85426.0,4427840.0,88904.85470000001,69897.0,2267021.0,79919.6386,112188.0,1898826.0,74394.1609
2021-22,34,Puducherry,2021-08,2021-08-01,996.0,39445.0,1581.6055999999999,1868.0,107713.0,3484.4073,5369.0,105394.0,3420.8016
2021-22,35,ANDAMAN AND NICOBAR,2021-08,2021-08-01,36.0,932.0,18.4135,69.0,344.0,43.9949,964.0,9867.0,199.87580000000003
2021-22,36,Telangana,2021-08,2021-08-01,40021.0,2010469.0,35710.1728,30881.0,727536.0,29315.0667,61917.0,1182907.0,41610.3
2021-22,37,Andhra Pradesh,2021-08,2021-08-01,31969.0,1565861.0,28576.5925,20690.0,425020.0,33463.8845,71282.0,936578.0,34307.8668
2021-22,38,Ladakh,2021-08,2021-08-01,38.0,785.0,18.1483,37.0,273.0,11.421700000000001,1265.0,13718.0,338.8329
2021-22,97,Other Territory,2021-08,2021-08-01,4.0,103.0,408.01739999999995,26.0,2895.0,820.4092999999999,218.0,9895.0,2051.2548
2021-22,01,Jammu and Kashmir,2021-07,2021-07-01,5087.0,186560.0,3155.0245,3006.0,39266.0,2981.0653,18758.0,212018.0,6394.548199999999
2021-22,02,Himachal Pradesh,2021-07,2021-07-01,7917.0,274049.0,5899.8551,5148.0,271891.0,12327.8007,21731.0,320921.0,10306.6466
2021-22,03,Punjab,2021-07,2021-07-01,61402.0,1648754.0,38200.7742,47191.0,880455.0,27674.2453,66822.0,875302.0,29520.9735
2021-22,04,Chandigarh,2021-07,2021-07-01,2092.0,29904.0,437.8643,4875.0,80671.0,1576.7894000000001,8004.0,118515.0,2655.4059
2021-22,05,Uttarakhand,2021-07,2021-07-01,11502.0,548884.0,9448.285100000001,8175.0,328444.0,16790.6211,23801.0,424732.0,13523.5641
2021-22,06,Haryana,2021-07,2021-07-01,66135.0,2728976.0,53522.6046,59537.0,3003009.0,69317.952,95550.0,1927953.0,66373.5707
2021-22,07,Delhi,2021-07,2021-07-01,63721.0,911390.0,33658.0315,118624.0,1513522.0,41330.4419,116516.0,1499490.0,46249.4919
2021-22,08,Rajasthan,2021-07,2021-07-01,62396.0,1455864.0,36179.0384,49254.0,1259815.0,36921.0648,96431.0,1212097.0,47926.735700000005
2021-22,09,Uttar Pradesh,2021-07,2021-07-01,110556.0,3311305.0,71859.966,76643.0,1364841.0,59363.584299999995,171275.0,2034961.0,74342.0647
2021-22,10,Bihar,2021-07,2021-07-01,6885.0,453842.0,8778.4044,7051.0,76128.0,3185.6735,50778.0,541641.0,15287.962800000001
2021-22,11,Sikkim,2021-07,2021-07-01,133.0,3937.0,70.9396,153.0,6173.0,2739.0652,1566.0,27483.0,975.1788
2021-22,12,Arunachal Pradesh,2021-07,2021-07-01,143.0,1973.0,38.4031,192.0,1378.0,84.8636,2679.0,28476.0,611.9195
2021-22,13,Nagaland,2021-07,2021-07-01,97.0,1319.0,57.8769,242.0,1967.0,91.82530000000001,2285.0,33387.0,527.0404
2021-22,14,Manipur,2021-07,2021-07-01,58.0,2414.0,40.760799999999996,86.0,443.0,31.1373,2175.0,32674.0,581.8271
2021-22,15,Mizoram,2021-07,2021-07-01,34.0,452.0,7.6341,45.0,184.0,18.6254,1540.0,22239.0,352.7289
2021-22,16,Tripura,2021-07,2021-07-01,1222.0,25546.0,534.7262000000001,370.0,2157.0,329.8307,3886.0,34076.0,795.3584
2021-22,17,Meghalaya,2021-07,2021-07-01,312.0,9911.0,207.0805,418.0,24318.0,515.4879,3085.0,34927.0,799.0536999999999
2021-22,18,Assam,2021-07,2021-07-01,10764.0,385822.0,7368.4634,8851.0,190912.0,6766.234,20829.0,249674.0,8566.7216
2021-22,19,West Bengal,2021-07,2021-07-01,40453.0,1603174.0,43428.6584,37524.0,722674.0,34236.3879,58726.0,1154602.0,41913.0023
2021-22,20,Jharkhand,2021-07,2021-07-01,8756.0,512264.0,10841.518100000001,7285.0,183033.0,13722.221200000002,24779.0,332648.0,12557.2176
